author,publised_at,updated_at,like_count,text,Sentiment
@glennvannuffel532,2024-05-06T20:25:43Z,2024-05-06T20:25:43Z,0,The good team was a better bad team znd the other way around😂😂😂,1
@AyPhx-,2024-05-06T20:25:29Z,2024-05-06T20:25:29Z,0,the video is great hope you get well soon &lt;3,1
@indie8845,2024-05-06T20:25:15Z,2024-05-06T20:25:15Z,0,"Hunting foxes was outlawed in 2004, but she was close. ^^)",0
@Gh0stMaster,2024-05-06T20:24:17Z,2024-05-06T20:24:17Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4805"">1:20:05</a> Jj is genuinely so stupid.",-1
@DonnyJuan,2024-05-06T20:23:01Z,2024-05-06T20:23:01Z,5,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4737"">1:18:57</a> not Vik getting excited when Simon mentioned Indian queens",1
@dr.yeetboi_6978,2024-05-06T20:21:37Z,2024-05-06T20:21:52Z,0,Is Josh getting old he has gray hair,1
@VeddanshKapoor,2024-05-06T20:21:01Z,2024-05-06T20:21:01Z,0,"What’s the name of the song at <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4298"">1:11:38</a>?",0
@gavinbegley380,2024-05-06T20:20:46Z,2024-05-06T20:20:46Z,0,feel better Ethan,1
@davidnorris5538,2024-05-06T20:20:36Z,2024-05-06T20:20:36Z,0,Knowing me and the boys would rather have the gold van is funny,1
@bobthebuilder7657,2024-05-06T20:17:31Z,2024-05-06T20:17:31Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=4777"">1:19:37</a>",0
@lewisNufc,2024-05-06T20:17:26Z,2024-05-06T20:17:26Z,0,Massive respect to Ethan for this vid,0
@jay-aryan8316,2024-05-06T20:17:19Z,2024-05-06T20:17:50Z,1,"I fell like the bad team is not that bad, they enjoy themselves often more",-1
@WindRae8998,2024-05-06T20:16:14Z,2024-05-06T20:16:14Z,0,"shout out the drone guy, these shots are crazy",-1
@chowmalaysia3385,2024-05-06T20:15:32Z,2024-05-06T20:15:32Z,0,"Loving the George Floyd jokes guy7s, keep up the good work!!",1
@idirisabdilahi4194,2024-05-06T20:15:04Z,2024-05-06T20:15:04Z,0,Ethan: dying from asthma <br>Harry: “ blaaaaaack blaaack😂😂,0
@shak857,2024-05-06T20:14:57Z,2024-05-06T20:14:57Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=3565"">59:25</a> &quot;A tie and a hoodie do not work.&quot;",0
@krishnajaju4546,2024-05-06T20:14:51Z,2024-05-06T20:14:51Z,0,The team swap made me cry,0
@Rek-Lore,2024-05-06T20:13:56Z,2024-05-06T20:13:56Z,0,"Fantastic job done on the video Ethan, it&#39;s a banger.<br><br>Great hosting, very well planned (minus timing, I guess), and you should make more like these if you&#39;ve got the ideas coming!<br><br>Thanks for the laughs and the effort you put in. I&#39;m sorry about the asthma attack, it&#39;s so scary to feel like you can&#39;t breathe. But on a positive note, at least they wanked off the galaxy.",-1
@fatimadaniels972,2024-05-06T20:12:10Z,2024-05-06T20:12:10Z,0,love you long time Ethan ❤ so glad you&#39;re doing well 🎉 and absolutely smashed this video bro💯,1
@user-xr1yu6wk5k,2024-05-06T20:11:12Z,2024-05-06T20:11:12Z,0,could u not cut the videos like a hour shorter,0
@XXXLiLXANIKA,2024-05-06T20:11:00Z,2024-05-06T20:11:00Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2611"">43:31</a> thicc",0
@sarangkumar8182,2024-05-06T20:08:36Z,2024-05-06T20:08:36Z,0,JJ&#39;s &quot;His owner&quot; rant might just make me vegan 😂,0
@Harvey120,2024-05-06T20:08:16Z,2024-05-06T20:08:16Z,0,We’re was the bit when you were in Exeter?,0
@VeeUK,2024-05-06T20:06:58Z,2024-05-06T20:06:58Z,0,Harrys one of the only millionaires i see getting so excited over winning 60 quid,1
@jplds87,2024-05-06T20:06:43Z,2024-05-06T20:06:43Z,0,Why are all the top comments BOT accounts?,1
@Jedi862,2024-05-06T20:05:49Z,2024-05-06T20:05:49Z,0,Ethan the Goat,0
@sufcblade2786,2024-05-06T20:05:45Z,2024-05-06T20:05:45Z,0,"Best video in a while, KSI needs to be on bad team more, just laughs 😂",1
@helium1468,2024-05-06T20:04:45Z,2024-05-06T20:04:45Z,0,"vik, simon and josh is a wholesome trio.",0
@LJPlayZx,2024-05-06T20:04:33Z,2024-05-06T20:04:33Z,0,having asthma myself its damn terrifying even if youve had attacks before in the past truely awful,-1
@blaynebierman422,2024-05-06T20:04:23Z,2024-05-06T20:04:23Z,0,Wait so petrol aka <b>gas</b> is green handle in the uk? In us Green handle is only for diesel fuel,-1
@tatemurphy4076,2024-05-06T20:03:48Z,2024-05-06T21:10:37Z,0,Harry: bloody foreigners 😂,-1
@ehanduplessis8234,2024-05-06T20:02:49Z,2024-05-06T20:02:49Z,0,Grown Men spanking eachother lol🤣😂,0
@Lemonpotato_12,2024-05-06T20:01:17Z,2024-05-06T20:01:17Z,0,This has got to be one of my favorite sidemen videos,1
@AbbasKhan-eu2cj,2024-05-06T20:00:14Z,2024-05-06T20:00:14Z,0,My favourite sidemen video ❤,0
@jfentdub6126,2024-05-06T19:58:51Z,2024-05-06T19:58:51Z,0,"Great video! The different range of activities, the vehicle choices, Ethan smashed it. Glad he&#39;s alright",1
@blaynebierman422,2024-05-06T19:58:37Z,2024-05-06T19:58:37Z,0,I think Ethan should run these more often. Wonderful video 👍,1
@bigdghost167,2024-05-06T19:58:35Z,2024-05-06T19:58:35Z,0,What a lad Danny is for lending his home to vik and Josh,0
@dylandajhharwood5566,2024-05-06T19:58:05Z,2024-05-06T19:58:05Z,1,Harry:<br>&quot;if it makes you feel any better we just milked a cow&quot;<br>Also Harry:<br>&quot;Took us to milk a cow then died - fantastic - great shift mate&quot;,1
@BrennenL,2024-05-06T19:57:37Z,2024-05-06T19:57:37Z,0,"Ethan cooking for the boys was so perfect, ahha.",1
@tsxphantom1681,2024-05-06T19:56:28Z,2024-05-06T19:56:28Z,0,Toff was laughing a bit too hard at JJs jokes 😂,-1
@shemilfahad5140,2024-05-06T19:55:47Z,2024-05-06T19:55:47Z,0,Why vickstar is always on cheap side,1
@lancewhitchurch512,2024-05-06T19:54:36Z,2024-05-06T19:54:36Z,0,Jj should nnot be allowed outside 😂,0
@TranceSet,2024-05-06T19:53:05Z,2024-05-06T19:53:05Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=5563"">1:32:43</a> literally made me laugh so hard",1
@thebiggityboy,2024-05-06T19:51:15Z,2024-05-06T19:51:15Z,0,Ksi gotta have fkn narcolepsy or sum cuz wtf was that,-1
@ethercraftec4784,2024-05-06T19:50:16Z,2024-05-06T19:50:16Z,0,I hope the sidemen stay well made really felt bad for ethan and vik in this video 🙏,-1
@Jooked_,2024-05-06T19:49:18Z,2024-05-06T19:49:18Z,1,One of the best Sidemen Sundays I have a ever watched man,1
@Bollebakfiets,2024-05-06T19:47:35Z,2024-05-06T19:47:35Z,0,Ethan brother if u dont get an award for this one im getting mad (2m7),-1
@Squad-qw7ki,2024-05-06T19:46:20Z,2024-05-06T19:46:20Z,0,Best ever video love it,1
@Mr-.Facts.,2024-05-06T19:45:11Z,2024-05-06T19:45:11Z,0,Looking at JJ milking a cow I&#39;m sure the fans would like to see The Sidemen Spend 24 Hours On A Farm,1
@Number1GamerHaidenHater,2024-05-06T19:45:00Z,2024-05-06T19:45:00Z,0,Hi,0
@rafaelbonilla5326,2024-05-06T19:44:55Z,2024-05-06T19:44:55Z,0,Ethan as host 10/10 I wanna see more,1
@Number1GamerHaidenHater,2024-05-06T19:44:45Z,2024-05-06T19:44:45Z,0,Hi,0
@lockinFil,2024-05-06T19:44:23Z,2024-05-06T19:44:23Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1284"">21:24</a> 😂😂😂",0
@amberlin_a1364,2024-05-06T19:43:46Z,2024-05-06T19:43:46Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1081"">18:01</a> probably the first time I’ve ever seen JJ in pants",1
@hotchango1507,2024-05-06T19:37:48Z,2024-05-06T19:37:48Z,2,I’m starting to think they got monoxide poisoning cause vikkstar got a headache and Ethan had a bad asthma attack. Bedford almost took out 2/7 sidemen,-1
@kieranarthey5426,2024-05-06T19:37:07Z,2024-05-06T19:37:07Z,1,Vik getting humbled after he stole from Ethan,0
@Gam3rEST,2024-05-06T19:35:51Z,2024-05-06T19:44:22Z,1,The pilot actually looks like he might be Simons father,0
@mariziioalaina3139,2024-05-06T19:33:35Z,2024-05-06T19:33:35Z,1,"@Behzinga ,take care✊️hope you&#39;ll get better soon",1
@stacietches1786,2024-05-06T19:33:25Z,2024-05-06T19:33:25Z,4,"They didn&#39;t know how bad Ethan was struggling, hopefully the rest of the sidemen and viewers can see now how serious asthma  is now",-1
@AhmedHassan-uw4hd,2024-05-06T19:32:36Z,2024-05-06T19:32:36Z,0,where did vik get his jacket from?,0
@josho2641,2024-05-06T19:32:13Z,2024-05-06T19:32:13Z,0,Viks automatically Better on the good team,1
@andrewsheldon9019,2024-05-06T19:27:59Z,2024-05-06T19:27:59Z,0,Guys idk but I think Ethan had an Asthma attack in this video🧐,0
@kiemanh1332,2024-05-06T19:27:19Z,2024-05-06T19:27:19Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=5736"">1:35:36</a> harry cant take anything seriously 😂",-1
@dashcamfeen,2024-05-06T19:27:14Z,2024-05-06T19:27:14Z,0,True friends make jokes when you are dying 😂 That must have been scary for all of you guys. glad your better Ethan and deffo host another vid,1
@Kyle-pm5kh,2024-05-06T19:26:22Z,2024-05-06T19:26:22Z,0,Why does harry not look out of place in that outfit 😂,0
@morinho11x,2024-05-06T19:24:41Z,2024-05-06T19:24:41Z,0,Best vid of the year,1
@colamalfoy,2024-05-06T19:24:19Z,2024-05-06T19:24:19Z,0,"ethan needs to host another, cmon",0
@georgiekelly1808,2024-05-06T19:23:05Z,2024-05-06T19:23:05Z,0,"i wonder if they filmed this vid before or after the london marathon, cause if Ethan ran a marathon when his asthma had been playing up then thats mad impressive - i mean obvs its impressive either way but still",1
@dylanmark9755,2024-05-06T19:21:08Z,2024-05-06T19:21:08Z,0,"Behz put so much effort in this video, big props and respect",1
@JackLothian1,2024-05-06T19:20:32Z,2024-05-06T19:20:32Z,0,Toff reading the letter 😂😂😂,0
@kingedders8866,2024-05-06T19:18:22Z,2024-05-06T19:18:22Z,2,"Around  <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=230"">3:50</a> Harry reveals a new sidemen product the best cereal bars",1
@JasmineThompson-co9gp,2024-05-06T19:17:53Z,2024-05-06T19:17:53Z,1,"This video was so amazing and wholesome by the end ❤<br>Ethan, hope ur feeling much better now sorry this happened to u ❤<br>This was a great video ethan well done 🎉❤",1
@elephant2k9,2024-05-06T19:17:36Z,2024-05-06T19:17:36Z,1,I think you guys should climb a mountain together in 2 teams and survive a night as well would be hilarious. 😂😂,1
@user-ke4cq5zh4j,2024-05-06T19:17:36Z,2024-05-06T19:17:36Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=5323"">1:28:43</a> harry going back for more😭",0
@alextp_2094,2024-05-06T19:17:05Z,2024-05-06T19:17:05Z,0,"Great video, but is it jsut me or does it seem like behz&#39;s asthma is getting worse, not to mention vik&#39;s sicile cell incidint",1
@shivamnayak7163,2024-05-06T19:16:44Z,2024-05-06T19:16:44Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=5688"">1:34:48</a> sounds like something Andrew tate would say 😂😂",0
@Th3BOssChronicles,2024-05-06T19:16:42Z,2024-05-06T19:16:42Z,0,W video. Gave old school Sidemen vibes,1
@worstgamer4691,2024-05-06T19:16:39Z,2024-05-06T19:16:39Z,0,respect for ethan,0
@brickguy42-misprint-collecter,2024-05-06T19:14:11Z,2024-05-06T19:14:11Z,1,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2443"">40:43</a> I was where this was filmed today I didn’t know this until they said over the speakers that there in this video and saying it got over 4 million views in 1 day they were showing off a bit",0
@adityagarimella8180,2024-05-06T19:13:52Z,2024-05-06T20:13:17Z,0,Respect to bez for staying with the bad team. Also loved the video cause instead of more pre planned stuff it felt more like an actual road trip turned out better honestly,1
@aryankatoch3227,2024-05-06T19:13:42Z,2024-05-06T19:13:42Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=5645"">1:34:05</a> wwwwoooooooooooooowwwwwwww",0
@freddieparamanis-limb2467,2024-05-06T19:11:50Z,2024-05-06T19:12:26Z,0,I still can&#39;t wrap my head around that the sidemen came to swindon like brev I live here and I could&#39;ve seen them it&#39;s js mad knowing that they came here 😂,-1
@nixxyedits,2024-05-06T19:11:09Z,2024-05-06T19:11:09Z,1,The sidemen are straight up just your regular group of guys doing guy things😭😭,1
@GTAmotor05,2024-05-06T19:10:36Z,2024-05-06T19:13:34Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2222"">37:02</a> You see this is why you guys are the least favourite, you bunch of fuirt cakes !! weirdo&#39;s, i reckon THIS little group is responsible for most of their viewers turning left ( if you know what i mean ).<br>I.e vic,zerk,ethan the creeps of the group",-1
@Nick04420,2024-05-06T19:09:22Z,2024-05-06T19:09:35Z,0,Ksiddy,0
@LJPlayZx,2024-05-06T19:09:20Z,2024-05-06T19:09:20Z,0,toff is so jokes but what an unexpected guest she was xD,1
@Xanthos970,2024-05-06T19:08:52Z,2024-05-06T19:08:52Z,0,I lost my best friend cause of his asthma,1
@Skii4L,2024-05-06T19:08:40Z,2024-05-06T19:08:40Z,0,i feel bad for Ethan. the whole video you could tell that he was struggling with his asma but he carried on. what a GOAT,-1
@sgd1903,2024-05-06T19:07:32Z,2024-05-06T19:07:32Z,0,Ethan the host and still went with the cheap team for the whole ride. THATS RESPECT,1
@R1D3R95,2024-05-06T19:07:29Z,2024-05-06T19:08:42Z,2,"Did someone offer her to hold the umbrella at <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1492"">24:52</a> and she declined? 😆",0
@rawdips7697,2024-05-06T19:07:15Z,2024-05-06T19:07:15Z,0,"It is disturbingly weird how a bunch of 30 year olds, no matter if they want to make content, are having a laugh when someone is having real issues with their breathing.<br><br>Don&#39;t know what to call it. Just disturbing.",-1
@flat1259,2024-05-06T19:05:48Z,2024-05-06T19:05:48Z,0,elite video. future classic,1
@BlurzMusicLyricsMore,2024-05-06T19:05:19Z,2024-05-06T19:05:19Z,0,"Even when Ethan&#39;s the host, he can&#39;t escape the bad team experience",-1
@nealcowan649,2024-05-06T19:04:45Z,2024-05-06T19:04:45Z,0,Who that girl was with the good team ?,1
@lloydgeorge8514,2024-05-06T19:04:23Z,2024-05-06T19:04:23Z,0,Big ups to Big Bezh for this video ❤️ Pretty wholesome tbh. Get well soon mate,1
@DRKMiist,2024-05-06T19:04:23Z,2024-05-06T19:04:23Z,0,i saw a video of someone seeing them on the road on tiktok so kinda knew this was coming,0
@freshbballayer422,2024-05-06T19:04:15Z,2024-05-06T19:04:15Z,0,Big up Ethan!,0
@jordanhermanus8153,2024-05-06T19:03:32Z,2024-05-06T19:03:32Z,0,W ethan perfect video,1
@TheLovedogs4ever,2024-05-06T19:03:22Z,2024-05-06T19:03:22Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=5820"">1:37:00</a> do you read &#39;Sidmen&#39; on the camper as well? 😂",0
@anthonyshintai2942,2024-05-06T19:02:52Z,2024-05-06T19:02:52Z,0,"Starting to realise JJ is a black boris johnson (especially during the shoot in range <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1486"">24:46</a>)",-1
@leonardobonaccorso9571,2024-05-06T19:02:27Z,2024-05-06T19:02:27Z,0,"lovely vid behz, cant wait for the next one",1
@matrixrory,2024-05-06T18:59:16Z,2024-05-06T18:59:16Z,0,there needs to be a video where Vic gets non stop good experiences to make up for the bad teams hes been on,1
@Maniac3536,2024-05-06T18:57:41Z,2024-05-06T18:57:41Z,0,Need more Behz £ vs £££ vids,1
@ed_anime7550,2024-05-06T18:55:36Z,2024-05-06T18:55:36Z,0,The boys going in the sea was the peak. Great Vid lads,1
@sujalsingh7871,2024-05-06T18:54:54Z,2024-05-06T18:54:54Z,0,W Ethan,0
@ed_anime7550,2024-05-06T18:54:54Z,2024-05-06T18:54:54Z,5,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=6101"">1:41:41</a> best dont gamble ad 😂😂",1
@Adii_M23,2024-05-06T18:53:49Z,2024-05-06T18:53:49Z,1,Big props to Ethan. Man literally put his life on the line for our entertainment. Thank you for another banger Sidemen!! Hoping for good health for you Ethan!,1
@MiniMiner,2024-05-06T18:51:27Z,2024-05-06T18:51:27Z,1,"Cheers for the great interview Josh <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=5540"">1:32:20</a>",1
@axelu3066,2024-05-06T18:50:58Z,2024-05-06T18:50:58Z,2,"Tobi sayin “Say Wallahi” and VIKKSTAR abruptly saying no really warmed my heart and also the fact that Tobi and the whole sidemen is aware of how serious the word is a big up. <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=6365"">1:46:05</a>",-1
@Owenvip1997,2024-05-06T18:49:49Z,2024-05-06T18:49:49Z,0,We&#39;ve seen all the hide-and-seek videos...we know you guys know how to milk a cow 😉,-1
@tamez-9982,2024-05-06T18:48:15Z,2024-05-06T18:48:15Z,0,Big up Simon,0
@_Ksvisuals,2024-05-06T18:48:13Z,2024-05-06T18:48:13Z,1,Definitely up there with one of the best videos icl,1
@user-hv5nz5mq2t,2024-05-06T18:47:49Z,2024-05-06T18:47:49Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=2183"">36:23</a>",0
@omaralonso2820,2024-05-06T18:47:46Z,2024-05-06T18:47:46Z,0,Vik looks like an F1 driver ngl,0
@meloh6496,2024-05-06T18:47:22Z,2024-05-06T18:48:25Z,0,Here to show big behz some love yo everyone quick to comment when its bad but never give mboy his roses when due so im here for yah lad onyah ethan cracka vid bro it was different and i enjoyed it even the voice over nuggets were top tier hope u do more this style bro 💯🔥,1
@teddyzen09,2024-05-06T18:45:32Z,2024-05-06T18:45:32Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=563"">9:23</a> best remake ever heard 😆",1
@josho2641,2024-05-06T18:43:04Z,2024-05-06T18:43:04Z,0,So vik just gains an illness each vid,0
@rayysama,2024-05-06T18:42:58Z,2024-05-06T18:42:58Z,0,"&quot;what if the cow is married?&quot; BRO HAD ME GASPING<a href=""UCkszU2WH9gy1mb0dV-11UJg/xsIfY4OqCd2T29sP54iAsAw""></a>",-1
@charlesdaniel8851,2024-05-06T18:42:29Z,2024-05-06T18:42:29Z,0,“I wanked the galaxy.! !  “Is MAD,-1
@ShahadatDhussain,2024-05-06T18:37:41Z,2024-05-06T18:37:41Z,0,Masterpiece,0
@notorioussimba5857,2024-05-06T18:34:20Z,2024-05-06T18:34:20Z,0,"<a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=5800"">1:36:40</a> no filter Harry back at it😂",0
@keotshepileasieng6999,2024-05-06T18:33:47Z,2024-05-06T18:33:47Z,0,JJ breath🤣🤣🤣🤣🤣You will die from inhaling the good,1
@animeking7s674,2024-05-06T18:33:41Z,2024-05-06T18:33:41Z,0,bro always vik on the bad side,-1
@miuvanshareef4190,2024-05-06T18:33:17Z,2024-05-06T18:33:17Z,0,"Logan already completed challenge in <a href=""https://www.youtube.com/watch?v=JeInwySxuxA&amp;t=1589"">26:29</a>",0
@alexz9126,2024-05-06T18:30:41Z,2024-05-06T18:30:41Z,0,Georgia toffolo is lovely,1
@ricksmis,2024-05-06T18:30:19Z,2024-05-06T18:30:19Z,0,The fact there was no overnight scene is a proper bummer. We all wanted to see harry tobi and jj sleeping in the banger.,0
@_bobos_,2024-05-06T18:29:45Z,2024-05-06T18:29:45Z,8,i love how the audio stops as soon as vik says a joke just to show how awkward it is,-1
@beepbeep5153,2024-05-06T18:29:02Z,2024-05-06T18:29:02Z,0,Is it just me or these 2 black donnies keep getting the good team?,1
@Mistah-Jay,2024-05-06T18:28:50Z,2024-05-06T18:28:50Z,112,Ethan fracking nailed that. The magic words that explain everything. Old school Top Gear vibes. Bravo dude.,1
